ID,CATEGORIA,TITOLO,AUTORE,CASA_EDITRICE,ANNO_PUBBLICAZIONE,NOTE,SCOMPARTO
252,CorpoCibo,Eumenidi. Figlie e madri:una testimonianza sull'anoressia,Bosio M.,Rotary International,2006,,
253,CorpoCibo,Donne che mangiano troppo,Gockel R.,Feltrinelli,1988,,
254,CorpoCibo,Dissolvenze. Corpi e culture nella contemporaneità,Vallorani N. (a cura di),Il Saggiatore,2009,,
255,CorpoCibo,Il corpo delle donne,"Bock G., Nobili G.",Transeuropa,1988,,
256,CorpoCibo,Il corpo e la parola,Downing G.,Astrolabio,1995,,
257,CorpoCibo,Il corpo-parola delle donne. Legami nascosti tra il corpo e gli affetti,"Buzzatti G., Salvo A.",Raffaello Cortina Ed.,1998,,
258,CorpoCibo,Guardami. Storie del porno,Ferrario D.,Manifestolibri,1999,,
259,CorpoCibo,Il silenzio sul corpo,Ceronetti G.,Adelphi,1979,,
260,CorpoCibo,"Moda, corpo, mito. Storia, mitologia e osservazione del corpo vestito",Calefato P.,Castelvecchi,1999,,
261,CorpoCibo,Il corpo dentro. Come i bambini immaginano l'interno del corpo ,Fabbrini Melucci A.,Punto Emme,1980,,
262,CorpoCibo,"Corpi che contano. I limiti discorsivi del ""sesso""",Butler J.,Feltrinelli,1993,,
263,CorpoCibo,Piccola. Adolescenza e anoressia (NARRATIVA),Brisac G.,Elle,1994,,
264,CorpoCibo,Il ruolo del corpo nello sviluppo psichico,"Farneti P., Carlini M. G.",Loescher,1981,,
265,CorpoCibo,Segnali del corpo. Come interpretare il linguaggio corporeo.,Birkenbihl F. Vera,Franco Angeli,1990,,
266,CorpoCibo,Il corpo,Galimberti U.,Feltrinelli,1983,Dato a Enri Manca,
267,CorpoCibo,Anoressia e bulimia,Gordon R. A.,Cortina,1990,,
268,CorpoCibo,Dizionario di Psicosomatica: A – G,Istituto Riza di Medicina Psicosomatica. Autori Vari,RIZA,2007,,
269,CorpoCibo,Dizionario di Psicosomatica: H – R,Istituto Riza di Medicina Psicosomatica. Autori Vari,RIZA,2007,,
270,CorpoCibo,Quando il tuo corpo non ti piace,Bowen-Woodward,Feltrinelli,1989,,
271,CorpoCibo,La passione del corpo (Romanzo),Lispector C.,Feltrinelli,1987,,
272,CorpoCibo,Il linguaggio del corpo rivelato. Per scoprire i pensieri più segreti,Messinger Joseph,PIEMME,2008,,
273,CorpoCibo,La filosofia del corpo,Marzano M.,Il Melangolo,2007,Manca,
274,CorpoCibo,IL linguaggio del corpo,Lowen A.,Feltrinelli,1958,,
275,CorpoCibo,Giganti d'argilla. I disturbi alimentari maschili,"Dalla Ragione L. , Scoppetta M.",Il Pensiero Scientifico Editore,2009,,
276,CorpoCibo,Le donne e il cibo. Proposte per mangiare diverso,AAVV. Coordinamento Donne ARCI,Dedalo,1983,,Libreria 1° Dietro
277,CorpoCibo,Viaggio nel corpo umano,"Angela P., Motta P.",Garzanti,1986,,
278,Diritto,"Contratti e acquisti sicuri. La compravendita. Le televendite, le vendite per corrispondenza, porta a porta, on line.I diritti e le cautele dell'acquirente. Le garanzie e il diritto di recesso","Brix M. A. , Busca A. M.",De Vecchi,2005,,Insieme a Case
279,DonneDiffGenere,"Pechino. Conferenza mondiale delle donne sull'eguaglianza, lo sviluppo e la pace 1995",AAVV,Regione Lombardia Commissione Regionale Pari Opportunità,1997,,Sottoscala 10° Davanti
280,DonneDiffGenere,Marcia mondiale delle donne 2000 (Le donne libere da guerre violenza e povertà),Comune di Lodi,Quaderno n° 2,2001,Doppio,
281,DonneDiffGenere,Differenza di genere e scuola:quali opportunità,Materiali per una ricerca-azione,IRRSAE Lombardia,1995,,
282,DonneDiffGenere,Differenza di genere e scuola:I percorsi del territorio,Materiali per una ricerca-azione,IRRSAE Lombardia,1995,,
283,DonneDiffGenere,"N° 12, 13, 14",Cuadernos para la coeducacion,Institut de Ciencies de l'Educaciò,?,,
284,DonneDiffGenere,Fuori la guerra dalla storia. Convenzione delle donne contro la guerra,Marcia mondiale donne 2000,Quad. Pari Opportunità,2002,,
285,DonneDiffGenere,"Pensare, dire, fare nella differenza",Gruppo Diade,Il Pomerio,1986,Molte copie,
286,DonneDiffGenere,"Parlante o Parlata? La donna tra filosofia, linguaggio e prassi pedagogica. Atti del convegno (N° 6)",Gruppo Diade,Quad. Pari Opportunità,2008,,
287,DonneDiffGenere,Atti del Corso Lo sguardo sessuato (Parte prima e seconda) N° 4,Gruppo Diade,Quad. Pari Opportunità,2003,,
288,DonneLetteratura,I cosmetici delle donne,Ovidio,Marsilio,1985,,
289,DonneLetteratura,Poesie,Dickinson E.,Newton Compton Editori,1978,,
290,DonneLetteratura,La poesia femminista. Antologia di testi poetici del Movement,AAVV,Savelli,1974,,"Sottoscala 6° (De Beauvoire, Dickinson)"
291,DonneLetteratura,La festa delle donne,Aristofane,Fabbri,1983,,
292,DonneLetteratura,Il Doppio itinerario della scrittura. La donna nella tradizione letteraria italiana,Zancan M.,Einaudi,1998,,
293,DonneLetteratura,"Donna, mistero senza fine bello. La poesia femminile d'occidente dalla Grecia classica alle soglie del XX secolo",Raffo S. (a cura di),Newton,1994,,
294,DonneLetteratura,"I Mandarini. (In appendice: S. De Beauvoir di Simone De Beauvoir,  Simone De Beauvoir vista da Sartre",De Beauvoir S.,Einaudi,1955,,
295,DonneLetteratura,"Storie di bimbe, di donne, di streghe",Gaskell E.,Giunti,1988,,
296,DonneLetteratura,La poesia femminista italiana,Di Nola L. (a cura di),Savelli,1978,,
297,DonneLetteratura,Memorie di una ragazza perbene,De Beauvoir S.,Einaudi,1960,,
298,DonneLetteratura,Il sangue degli altri,De Beauvoir S.,Mondadori,1945,,
299,DonneLetteratura,Il secondo sesso,De Beauvoir S.,Il Saggiatore,1949,,
300,DonneLetteratura,Esiste la donna? S. De Beauvoir interroga Sartre sul femminismo,De Beauvoir S.,Club del libro,1949,,
301,DonneLetteratura,A conti fatti,De Beauvoir S.,Einaudi,1972,,
302,DonneLetteratura,Il puro e l'impuro,Colette,Bompiani,1941,,
303,DonneLetteratura,"Donne, galline e regine. La scrittura femminile italiana fra Ottocento e Novecento",Arslan A,Guerini Studio,1998,,
304,DonneStoria,Il Papa delle donne,Papa Giovanni Paolo II,Newton,1995,,
305,DonneStoria,Le donne al voto. 1946-1996. (Programmi di classe a.s. 1995-96),"Ist. Mag. ""M. Vegio""",Maffeo Vegio,1995,,
306,DonneStoria,Sport e Stile. 150 anni d'immagine al femminile,"Giuntini Sergio, Canella Maria,Turinetto Marco",Skira Editore,2011,,
307,DonneStoria,"Storia delle donne. Vol. 2 ""IL Medioevo""","Duby G., Perrot M.",Laterza,1990,,
308,DonneStoria,"Storia delle donne. Vol. 5 ""IL Novecento""","Duby G., Perrot M.",Laterza,1990,,
309,DonneStoria,La donna nera. Consenso femminile e fascismo,Maciocchi M. A.,Feltrinelli,1976,,
310,DonneStoria,"Storia delle donne. Vol. 1 ""L'Antichità","Duby G., Perrot M.",Laterza,1990,,
311,DonneStoria,Origine donna. Dal matrismo al patriarcato,Morace S.,Prospettiva Edizioni,1993,,
312,DonneStoria,E fui fatta maschio. La donna nel Cristianesimo primitivo,Mazzucco C.,Le Lettere,1989,,
313,DonneStoria,Immagini di donne,"Duby G.,  Perrot M.",Laterza,1992,,Libreria 9° davanti Volumi grandi
314,DonneStoria,"Storia delle donne. Vol. 4 ""L'Ottocento""","Duby G., Perrot M.",Laterza,1990,,
315,DonneStoria,I comunisti e la questione femminile,Tiso A.,Ed. Riuniti,1976,,
316,DonneStoria,"Storia delle donne. Vol. 3 ""Dal Rinascimento all'Età Moderna""","Duby G., Perrot M.",Laterza,1990,,
317,DonneStoria,I comportamenti sessuali. Dall'antica Roma a oggi,AAVV,Club del libro,1982,,Sottoscala 7°
318,DonneStoria,Eunuchi per il regno dei cieli. La chiesa cattolica e la sessualità,Ranke-Heinemann U.,Rizzoli,1988,,
319,DonneStoria,L'educazione delle donne,Choderios de Laclos P.,La Spiga,1783,,
320,DonneStoria,La corporazione delle donne. Ricerche e studi sui modelli femminili nel Ventennio,Addis Saba A.,Vallecchi,1988,,
321,Droghe,Alcol alcolismo alcolisti,AAVV,Flaccovio Editore,1990,,Sottoscala 7°
322,Droghe,Operare nelle dipendenze patologiche. Mission dei servizi e specializzazione dell'intervento. Introduzione di Alessandro Coacci,Strepparola G. (a cura di),Franco Angeli,2003,,
323,Droghe,"Tutte le droghe del presidente. Argomenti, storie e proposte contro il proibizionismo",Arnao G.,Sperling & Kupfer,1996,,
324,Droghe,Per sopravvivere alla tossicodipendenza (Manuale di prevenzione),"Antoni ""Freak"" R.",Feltrinelli,1994,,
325,Droghe,La roba. Economie e culture dell'eroina,Ruggiero V.,Pratiche,1992,,
326,Droghe,La droga nella scuola. Inchiesta tra gli studenti di Roma aggiornata al 1980,D'Arcangelo E.,Einaudi,1977,,
327,Droghe,Tabacco per la mia pipa,Bozzini G.,S. M.,1978,,
328,Droghe,Alice: i giorni della droga,Beluffi M.(a cura di),Feltrinelli,1971,,
329,Droghe,Eroina. Storia e realtà scientifica diffusione in Italia manuale di autodifesa,Blumir G.,Feltrinelli,1976,,
330,Droghe,Proibizionismo antiproibizionismo e droghe,Arnao G.,Nuova Ed.,1992,,
331,Droghe,Droga e potere,Arnao G.,Savelli,1979,,
332,Droghe,Proibito capire. Proibizionismo e politiche di controllo sociale,Arnao G.,Gruppo Abele,1990,,
333,Droghe,"Malati di droga. Le sostanze d'abuso: danni fisici e psichici, reazione individuale, difese",Silvestrini B.,Sperling & Kupfer,1995,,
334,Droghe,Intorno al drago. La droga e il suo spettacolo sociale,D'Este Rriccardo,Nautilus,1990,,
335,Ecologia,"Seveso 1976 - 2006. Conversazioni con C. Ghezzi, R. Pavanello, E. Realacci, G. Ruffolo, C. Smuraglia",Penelope N.,L'Unità,2006,,
336,Ecologia,L'ambiente illegale,"Legambiente, Il Manifesto",,1993,,
337,Ecologia,"Difendiamo la natura. Favole, poesie, indovinelli",Tadini M.,,1982,,
338,Ecologia,"Guida d'Italia al mare pulito. Vol. 1,2,3,4","Legambiente, Il Manifesto",,,,
339,Ecologia,"Aria di città. Vol. 1,2,3,4","Legambiente, Il Manifesto",,1993,,
340,Ecologia,"Api o architetti. Quale universo, quale ecologia","L'Unità, Il Manifesto",,1990,Doppio,
341,Ecologia,Alberologia,De Bona Antonio,Osanna Edizioni,2015,,
342,Ecologia,"Dalla resistenza, all'ambientalismo, al caso Seveso",Conti L.,UNICOPLI/L'Unità,1994,,
343,Ecologia,"Che cos'è l'ecologia. Capitale,lavoro, ambiente",Conti L.,Mazzotta,1977,,
344,Ecologia,Basta poco…I perché della raccolta differenziata,"Comune di Milano, Lega Ambiente",,,,
345,Ecologia,Guida all'ecologia,Aguesse P.,Feltrinelli,1971,,Cantina 3° in alto
346,Economia,Malthus. Sviluppo e ristagno della produzione capitalistica,Costabile L.,Einaudi,1980,,
347,Economia,La ricchezza delle nazioni,Smith Adam,Newton,1995,,
348,Economia,Breviario di economia,"Hague D. C. , Stonier A. W.",Laterza,1964,,
349,Economia,Settore termoelettromeccanico. Crisi e processi di trasformazione. Un caso per la politica industriale,Tronconi P. A.,E L Edizioni Lavoro,1986,,
350,Economia,Felix diventa ricco,Piper N.,Longanesi,2001,,
351,Economia,Confessioni di un Eco-peccatore. Viaggio all'origine delle cose che compriamo. Prefazione di Luca Mercalli,Pearce Fred,Edizioni Ambiente,2008,,
352,Economia,Proposta di progetto a medio termine,P. C. I.,Editori Riuniti,1977,,
353,Economia,"Libro bianco sul mercato del lavoro. Proposte per una società attiva e per un lavoro di qualità. Roma, 10-2001",Ministero del Lavoro e delle Politiche Sociali,M.d L. P. S.,2001,,
354,Economia,Storia dei fatti economici contemporanei,Niveau M.,Mursia,1966,,
355,Economia,La politica economica italiana 1968 . 2000,Rossi S.,Laterza,1998,,
356,Economia,L'età dello spreco. Disoccupazione e bisogni sociali,Lunghini G.,Bollati Boringhieri,1995,,
357,Economia,Tuttoborsa. L'abc per investire nelle azioni,Lops V.,Il sole 24 ore,2011,,
358,Economia,Comprare e vendere in borsa,Sciavetti V.,Il sole 24 ore,2000,,
359,Economia,"Prezzi, valori e saggio del profitto. Problemi di teoria economica marxista oggi. Atti del convegno 20/03/1988","Giussani P. , Moseley F. , Ochoa E.",C. I. T e P.,1988,,
360,Economia,Capire l'economia,Shackle G. L. S.,Feltrinelli,1959,,
361,Economia,La teoria generale di Keynes,Roy M.,BUR,1972,,
362,Economia,Il banchiere dei poveri,Yunus M.,Feltrinelli,1997,,
363,Economia,L'economia spiegata a un figlio,Galimberti F.,Laterza,2004,,
364,Economia,La tecnologia alternativa. Una tesi attualissima per risolvere i dislivelli di reddito e di benessere nelle società moderna,Dickson D.,Mondadori,1974,,
365,Economia,La crisi economica del 1929,De Rosa L.,Le Monnier,1979,,
366,Economia,L'eredità di Keynes. Appunti del corso su Keynes e il Keynesismo,FLM Lombardia,FLM Lombardia,,,
367,Economia,Inflazione,Trevithick James A.,Mondadori,1977,,
368,Economia,L'Italia dimezzata. Dibattito sulla questione meridionale,"Chiaromonte G. ,Galasso G.",Laterza,1979,,
369,Economia,Maastricht. Il testo del trattato dell'unione Europea,"""Avvenimenti""",I Libri dell'Altritalia,1993,,Cantinino Dx
370,Economia,Il Chi è (e il che cosa) del risparmio,Cantarelli P. (a cura di ),Ed Corriere della Sera,1983,,
371,Economia,L'economia moderna e l'interventismo pubblico,Caffè F.,Edizioni Radio Italiana,1956,,
372,Economia,Adam Smith e la nascita della scienza economica,Barucci P.,Sansoni,1973,,
373,Economia,Sul capitalismo contemporaneo,"Aglietta M., Lunghini G.",Bollati Boringhieri,2001,,
374,Economia,La riforma del Welfare. Materiali per un programma di politica economica,AAVV,L'Unità,1985,,
375,Economia,Lezioni di economia. L'inflazione,AAVV,Feltrinelli,1979,,
376,Economia,L'energia felice. Dalla geopolitica alla biosfera,Tronconi P. A. Agostinelli M.,Socialmente,2009,,
377,Economia,In ricordo di Riccardo Bauer,AAVV,CREA,1982,,
378,Economia,Il crollo di Wall Street 1929,AAVV,Il Manifesto,1993,,
379,Economia,"Guida al decreto 276. Dal libro bianco alla cosidetta ""Legge Biagi""",AAVV,CGIL,2004,,
380,Enciclopedia,La famiglia e i suoi problemi,AAVV,Ed. Claire,1970,,Libreria 5° dietro Treccani
381,Enciclopedia,Psicologia generale e dello sviluppo,Canestrari R.,CLUEB,1984,,Libreria 5° dietro Treccani
382,Enciclopedia,Psicologia dell'età evolutiva,Diretta da Debray-Ritzen P.,Trento Procaccianti,1976,,?
383,Enciclopedia,Psicoanalisi e psicologia medica,AAVV,Ed. Claire,1971,,Libreria 5° dietro Treccani
384,Enciclopedia,Psicologia e pedagogia,AAVV,Ed. Claire,1970,,Libreria 5° dietro Treccani
385,Enciclopedia,Parapsicologia,Diretta da Huisman D.,Trento Procaccianti,1973,,Cantinino libreria Genitori
386,Enciclopedia,Psicologia Generale,Diretta da Huisman D.,Trento Procaccianti,1971,,
387,Enciclopedia,Psicologia sociale,Diretta da Huisman D.,Trento Procaccianti,1972,,
388,Enciclopedia,Psicologia della vita familiare,Diretta da Huisman D.,Trento Procaccianti,1970,,
389,FamigliaCoppia,Amiche Nemiche,Secunda V.,Frassinelli,1991,,
390,FamigliaCoppia,"Dal pregiudizio alla convivenza. Famiglia, scuola, salute mentale",U.N.A.SA.M.Unione Nazionale delle Associazioni per la Salute Mentale,Un.Milano Reg. Lombardia,,,
391,FamigliaCoppia,Che cosa tiene insieme le coppie (pref. Pasini W.),Willi J.,Mondadori,1991,,
392,FamigliaCoppia,Psicologia delle relazioni familiari,Cusinato M.,Il Mulino,1988,,
393,FamigliaCoppia,Ciclo vitale e dinamiche familiari,Walsh F.(a cura di),F. Angeli,1993,,
394,FamigliaCoppia,Le nuove famiglie,Zanatta A. L.,Il Mulino,1997,,
395,FamigliaCoppia,La fine della famiglia. La rivoluzione di cui non ci siamo accorti,Volpi Roberto,Mondadori,2007,,
396,FamigliaCoppia,"Famiglia, diritto e diritto di famiglia",D'Agostino F.(a cura di),Ed. Universitarie Jaca,1985,,
397,FamigliaCoppia,La collusione di coppia,Willi J.,F. Angeli,1975,,
398,FamigliaCoppia,Manuale a uso dei bambini che hanno genitori difficili. Pref. F. Dolto,Van den Brouck,Raffaello Cortina Ed.,1979,,
399,FamigliaCoppia,Bambini nati d'inverno. Gravidanze difficili,Trier Morch D.,Feltrinelli,1976,,
400,FamigliaCoppia,La donna ferita. Modelli e archetipi nel rapporto padre-figlia,Schierse Leonard L.,Astrolabio,1982,,
401,FamigliaCoppia,Sociologia della famiglia,"Saraceno Chiara , Naldini Manuela",Il Mulino,2000,,
402,FamigliaCoppia,L'organizzazione famiglia tra crisi e sviluppo,Scabini E.,F. Angeli,1993,,
403,FamigliaCoppia,Anatomia della famiglia,Saraceno Chiara,De Donato,1976,,
404,FamigliaCoppia,A che cosa serve la coppia,Pasini W.,Mondadori,1995,,
405,FamigliaCoppia,Crescerli da soli. Una guida per genitori single,"Nelsen J., Erwin C., Delzer C.",Casa Editrice LE LETTERE,1994,,
406,FamigliaCoppia,Modelli di famiglia. Conoscere e risolvere i problemi tra genitori e figli,"Nardone G. , Giannotti E. , Rocchi R.",Ponte alle Grazie,2001,,
407,FamigliaCoppia,Istruzioni per un matrimonio. Galateo della cerimonia,"Municchi A. , Nuvoletti G. Perdomini",Stampa Inedita,?,,Libreria 9 davanti Volumi grandi
408,FamigliaCoppia,Andare d'accordo in famiglia,Martini C. M.,Centro Ambrosiano,1989,,
409,FamigliaCoppia,Guida alle tecniche della terapia della famiglia,"Minuchin S., Fishman H. C.",Astrolabio,1981,,
410,FamigliaCoppia,Buoni genitori. Storie di mamme e di papà gay,Lalli C.,Il Saggiatore,2009,,
411,FamigliaCoppia,"Amore, matrimonio, famiglia e comunismo",Kollontaj A.,Il Papiro,1993,,
412,FamigliaCoppia,Perchè l'amore finisce. Come superare la fine di un rapporto,Kingma D. R.,Tea,1987,,
413,FamigliaCoppia,La famiglia in Italia. Dall'antichità al XX secolo,"Kertzer D. I., Saller R.",Le Lettere,1995,,
414,FamigliaCoppia,Il romanzo della famiglia,Vegetti Finzi S.,Mondadori,1992,,
415,FamigliaCoppia,"Il rapporto Hite sulla famiglia: come sono cambiati ruoli, dinamiche e relazioni",Hite S.,Sperling & Kupfer,1994,,
416,FamigliaCoppia,Quando l'amore finisce,Francescato D.,Il Mulino,1992,,
417,FamigliaCoppia,Famiglie. Dinamiche interpersonali e processi psico-sociali,Fruggeri L.,Carocci,1997,,
418,FamigliaCoppia,Figli sereni di amori smarriti. Ragazzi e adulti dopo la separazione,Francescato D.,Mondadori,1994,,
419,FamigliaCoppia,Il terzo genitore. Vivere con i figli dell'altro,"Ferraris A., Oliverio A.",Raffaello Cortina Ed.,1997,,
420,FamigliaCoppia,Dai figli non si divorzia. Separarsi e rimanere buoni genitori,"Ferraris A., Oliverio A.",Rizzoli,2005,,
421,FamigliaCoppia,"Per te, fidanzata e giovane sposa",Dufoyer P.,La famiglia,1958,Libro Vecchio,
422,FamigliaCoppia,La famiglia nella società relazionale. Nuove reti e nuove regole,Donati P.,F. Angeli,1991,,
423,FamigliaCoppia,Il bambino conteso. Il disagio infantile nella conflittualità dei genitori separati,Dell'Antonio A.,Giuffrè,,,
424,FamigliaCoppia,Strategie funzionali e disfunzionali della famiglia di fronte allo stress,Conferenze Coop. La ricerca. Centro d'Ascolto di Codogno,Fotocopie in fascicolo,2001,manca,
425,FamigliaCoppia,Incomprensioni ed equivoci nel rapporto di coppia,Conferenze Coop. La ricerca. Centro d'Ascolto di Codogno,Fotocopie in fascicolo,2001,manca,
426,FamigliaCoppia,La famiglia italiana dall'ottocento a oggi,Melograni P. (a cura di),Laterza,1988,,
427,FamigliaCoppia,Conflitto o armonia? La famiglia di fronte al cambiamento,Conferenze Coop. La ricerca. Centro d'Ascolto di Codogno,Fotocopie in fascicolo,2001,,
428,FamigliaCoppia,Dal dovere all'amore. La donna nella famiglia che cambia. (Progetto Donna),Comune di Livorno,Belforte Editore Libraio,1986,,
429,FamigliaCoppia,"Separazione, divorzio e affidamento dei figli","Cigoli V., Gulotta G., Santi G.",Giuffrè,1997,,
430,FamigliaCoppia,Nuovo lessico familiare,Centro Studi e ric. Sulla famiglia. Un. Cattolica Sacro Cuore,Vita e Pensiero,1995,,
431,FamigliaCoppia,Il rischio familiare e la tutela del bambino,Caffo E. (a cura di),Guerini e Associati,1988,,
432,FamigliaCoppia,Ti voglio bene ma non ti amo più. Come riaccendere la scintilla della passione,Marshall G. Andrew,Corbaccio,2006,,
433,FamigliaCoppia,"Amore, famiglia, matrimonio",Campanini G.,Marietti,1992,,
434,FamigliaCoppia,Dall'amore all'amore. Il diritto di famiglia raccontato,Berrnardini De Pace Annamaria,Corriere della Sera,2012,,
435,FamigliaCoppia,L'amore in più. Storia dell'amore materno,Badinter E.,Longanesi,1980,,
436,FamigliaCoppia,Lo spazio dell'illusione. Viaggio intorno alla coppia,Baldaro Verde J.,Cortina,1990,,
437,FamigliaCoppia,Lui! Visto da lei,Aspesi N.,Rizzoli,1978,,Famiglia e storia famiglia Libreria 1°
438,FamigliaCoppia,Diventare famiglia. La nascita del primo figlio,Binda W.,F. Angeli,1997,,
439,FamigliaCoppia,Mamme e papà omosessuali,Bonaccorso M.,Ed. Riuniti,1994,Doppio,
440,FamigliaCoppia,"La famiglia, la sua funzione e il suo destino",Anshen R. N.,Bompiani,1949,,Genitori Libreria 2°
441,FamigliaCoppia,Dire e non dire. Modelli educativi e comunicazione sulla sessualità nelle famiglie con adolescenti,"Bonini M. C., Zani B.",Giuffrè,1991,,
